"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"OBS_DEU_P1D_P0","2564","2023-10-27","992.64","4","3",
"OBS_DEU_P1D_P0","2564","2023-10-28","995.45","4","3",
"OBS_DEU_P1D_P0","2564","2023-10-29","990.1","4","3",
"OBS_DEU_P1D_P0","2564","2023-10-30","994.41","4","3",
"OBS_DEU_P1D_P0","2564","2023-10-31","993.8","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-01","997.7","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-02","982.15","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-03","979.1","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-04","978.96","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-05","973.37","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-06","990.95","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-07","1000.85","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-08","1002.49","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-09","995.27","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-10","992.04","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-11","996.34","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-12","1001.16","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-13","997.5","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-14","989.91","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-15","1004.38","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-16","1005.4","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-17","1013.4","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-18","1017.25","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-19","999.3","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-20","1002.21","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-21","1016.15","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-22","1021.56","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-23","1002.02","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-24","995.8","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-25","1002.44","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-26","1007.93","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-27","1001.72","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-28","1000.84","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-29","995.38","4","3",
"OBS_DEU_P1D_P0","2564","2023-11-30","999.84","4","3",
"OBS_DEU_P1D_P0","2564","2023-12-01","1003.73","4","3",
"OBS_DEU_P1D_P0","2564","2023-12-02","1008.3","4","3",
"OBS_DEU_P1D_P0","2564","2023-12-03","1015.79","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-04","1010.17","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-05","1005.17","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-06","1008.58","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-07","1014.67","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-08","1008.32","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-09","1001.03","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-10","993.33","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-11","993.07","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-12","1001.97","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-13","999.86","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-14","1014.29","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-15","1024.85","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-16","1027.62","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-17","1024.25","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-18","1019.06","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-19","1008.71","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-20","999.2","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-21","980.53","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-22","986.13","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-23","995.52","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-24","989.97","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-25","994.57","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-26","1000.54","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-27","1011.85","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-28","999.67","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-29","995.84","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-30","1002.42","4","1",
"OBS_DEU_P1D_P0","2564","2023-12-31","997.92","4","1",
"OBS_DEU_P1D_P0","2712","2014-01-01","962.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-02","958","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-03","962.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-04","956","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-05","958.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-06","963.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-07","967.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-08","970","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-09","964.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-10","967.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-11","967.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-12","970.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-13","963.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-14","956","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-15","960.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-16","955","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-17","954.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-18","951","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-19","947.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-20","951","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-21","959.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-22","960","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-23","962.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-24","962.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-25","964.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-26","958.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-27","948.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-28","948.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-29","947.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-30","952.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-01-31","956.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-01","954.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-02","961.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-03","958.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-04","958.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-05","952.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-06","956.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-07","953.1","1","10",
"OBS_DEU_P1D_P0","2712","2014-02-08","950.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-09","950.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-10","943.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-11","954.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-12","958.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-13","951.8","1","10",
"OBS_DEU_P1D_P0","2712","2014-02-14","957.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-15","954.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-16","962.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-17","963.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-18","963.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-19","963.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-20","962.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-21","960.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-22","965.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-23","969.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-24","965.3","1","10",
"OBS_DEU_P1D_P0","2712","2014-02-25","963.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-26","963.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-27","965.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-02-28","953.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-01","950.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-02","951.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-03","944.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-04","950.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-05","964.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-06","973.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-07","973.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-08","977","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-09","975.5","1","10",
"OBS_DEU_P1D_P0","2712","2014-03-10","970.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-11","972.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-12","975.5","1","10",
"OBS_DEU_P1D_P0","2712","2014-03-13","974.9","1","10",
"OBS_DEU_P1D_P0","2712","2014-03-14","972.7","1","10",
"OBS_DEU_P1D_P0","2712","2014-03-15","970.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-16","970.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-17","969.3","1","10",
"OBS_DEU_P1D_P0","2712","2014-03-18","965.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-19","973.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-20","968","1","10",
"OBS_DEU_P1D_P0","2712","2014-03-21","962.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-22","956.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-23","956.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-24","959.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-25","957.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-26","957.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-27","957.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-28","962.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-03-29","965.6","1","10",
"OBS_DEU_P1D_P0","2712","2014-03-30","963.8","1","10",
"OBS_DEU_P1D_P0","2712","2014-03-31","962.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-01","960.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-02","957.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-03","953.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-04","954.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-05","962.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-06","967.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-07","966","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-08","967.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-09","972.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-10","969.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-11","964.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-12","963.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-13","966.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-14","966.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-15","970.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-16","973.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-17","967.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-18","960.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-19","957.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-20","953.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-21","953","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-22","960.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-23","965.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-24","963.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-25","958.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-26","958.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-27","957.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-28","958.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-29","960.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-04-30","959.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-01","960.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-02","960.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-03","966.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-04","968.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-05","964.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-06","963.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-07","963.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-08","965.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-09","965.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-10","963.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-11","959.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-12","963.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-13","965.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-14","973.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-15","976.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-16","973.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-17","967.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-18","961.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-19","958.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-20","961.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-21","960.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-22","957.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-23","960.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-24","964.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-25","965.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-26","962.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-27","961.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-28","961.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-29","962.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-30","966.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-05-31","967.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-01","966.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-02","965.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-03","963.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-04","959.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-05","964","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-06","965.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-07","965.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-08","967.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-09","966.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-10","967","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-11","971.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-12","970.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-13","967","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-14","965","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-15","965.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-16","965.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-17","964.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-18","965.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-19","965.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-20","965.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-21","965.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-22","966.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-23","966.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-24","964.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-25","960.3","1","10",
"OBS_DEU_P1D_P0","2712","2014-06-26","962.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-27","964.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-28","961.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-29","960.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-06-30","965.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-01","965.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-02","969.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-03","972.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-04","961.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-05","962.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-06","961","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-07","963","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-08","960.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-09","959.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-10","959.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-11","961.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-12","962.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-13","961.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-14","964","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-15","969.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-16","969.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-17","969.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-18","967.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-19","962.6","1","10",
"OBS_DEU_P1D_P0","2712","2014-07-20","960.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-21","961.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-22","962","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-23","962.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-24","960.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-25","961.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-26","962.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-27","965.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-28","960.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-29","958.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-30","959.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-07-31","963.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-01","960.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-02","958.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-03","961.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-04","965.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-05","967.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-06","965.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-07","964.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-08","962.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-09","962.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-10","960.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-11","964.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-12","963.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-13","957.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-14","963.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-15","964.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-16","969","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-17","965.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-18","960.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-19","962","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-20","964.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-21","965.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-22","964.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-23","964.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-24","968.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-25","965","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-26","958","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-27","963.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-28","966.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-29","966.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-30","967.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-08-31","964.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-01","967.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-02","968.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-03","965.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-04","964.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-05","963.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-06","962.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-07","962.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-08","964.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-09","965.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-10","963.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-11","963.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-12","965.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-13","968.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-14","965.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-15","964","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-16","963.6","1","10",
"OBS_DEU_P1D_P0","2712","2014-09-17","961.3","1","10",
"OBS_DEU_P1D_P0","2712","2014-09-18","961.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-19","963.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-20","964.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-21","964.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-22","967.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-23","967.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-24","963.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-25","968.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-26","973.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-27","974.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-28","973.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-29","973.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-09-30","974.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-01","974.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-02","974.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-03","971.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-04","966.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-05","963.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-06","960.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-07","959.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-08","960.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-09","959.8","1","10",
"OBS_DEU_P1D_P0","2712","2014-10-10","963.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-11","963.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-12","960.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-13","958.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-14","959.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-15","958.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-16","959.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-17","964.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-18","970.5","1","10",
"OBS_DEU_P1D_P0","2712","2014-10-19","971.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-20","967.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-21","961.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-22","967.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-23","971.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-24","969.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-25","969.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-26","972.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-27","972.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-28","967.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-29","967.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-30","972.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-10-31","973.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-01","971.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-02","967","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-03","957.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-04","944.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-05","951.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-06","961.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-07","959.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-08","961.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-09","957.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-10","960.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-11","955","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-12","953.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-13","960.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-14","957.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-15","951.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-16","952.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-17","953.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-18","956.5","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-19","966.8","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-20","971.7","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-21","969.4","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-22","969.1","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-23","970.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-24","970.3","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-25","968.2","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-26","962.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-27","957.6","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-28","956.9","4","10",
"OBS_DEU_P1D_P0","2712","2014-11-29","960.4","4","10",
